D1H,Q1H,Q24H,R12H,R1H,R24H,R6H,Sav1H,Sax1H,Sax3H,Sax6H,Sx1H,Sx3H,Sx6H,Tb1n6,Tb1x6,Tb2n6,Tb2x6,Tgn12,Tgn14,Tgn6,Tn12,Tn14,Tn6,Tx12,Tx24,Tx6,W10,W10-10,dd,dn,dr,dsd,dx,ff,ffs,fsd,fx,fxs,gff,gffs,h,h1,h2,h3,hc,hc1,hc2,hc3,n,n1,n2,n3,nc,nc1,nc2,nc3,nhc,p0,pg,pp,pr,ps,pwc,qg,qgn,qgx,qnh,rg,rh,sq,ss,ta,tb,tb1,tb2,tb3,tb4,tb5,td,tg,tgn,tn,tsd,tx,vv,ww,ww-10,za,zm,station,time,wsi,stationname,lat,lon,height,product,projection
60.0,,,5.58967,1.32833,5.58967,5.58968,2.2185,2.72,3.58,4.95,5.19,6.68,7.98,,,,,0.6,0.5,3.2,0.8,0.6,3.3,4.4,4.4,4.4,6.0,6.0,116.8,60.5,600.0,18.7,184.2,2.06,2.06,0.59,4.04,4.04,4.04,4.04,494.921,494.921,784.921,1064.92,494.921,494.921,784.921,1064.92,8.0,1.0,3.0,7.0,8.0,1.0,3.0,7.0,8.0,988.371,0.335,990.211,600.0,988.3,60.0,,,,990.178,0.6,97.0,0.0,,4.4,4.19457,,,,,,3.9,4.2,4.2,4.3,,4.4,10800.0,61.0,62.0,4.01,10800.0,06340,[2.4006852e+09],0-20000-0-06340,Woensdrecht Airport,51.4478,4.3419,15.04,,
,,,,,,,6.8725,7.67,8.02,9.44,10.31,10.89,13.42,,,,,,,,,,,,,,,,103.7,68.9,,8.7,128.0,6.39,6.39,0.84,9.73,9.73,8.88,8.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06343,[2.4006852e+09],0-20000-0-06343,Rotterdam Geulhaven,51.8919,4.3125,3.5,,
60.0,0.24,166.2,2.98333,1.84833,2.98333,2.98334,4.94733,5.13,7.01,7.17,7.52,9.52,10.47,,,,,-0.1,-0.2,2.1,0.1,0.1,1.9,4.1,4.1,4.1,6.0,6.0,107.8,,600.0,9.5,,5.03,5.03,0.82,7.21,7.21,7.21,7.21,1664.92,1664.92,0.0,0.0,1664.92,1664.92,0.0,0.0,8.0,8.0,0.0,0.0,8.0,8.0,0.0,0.0,8.0,991.376,1.31,990.744,600.0,991.2,60.0,0.0,0.0,1.0,990.759,1.45,94.0,0.0,0.0,3.8,3.39808,,,,,,3.0,3.5,3.5,3.7,,3.8,7570.0,62.0,62.0,4.94,7570.0,06344,[2.4006852e+09],0-20000-0-06344,Rotterdam Airport,51.9606,4.4469,-5.14,,
60.0,0.12,168.6,4.09967,1.86167,4.09967,4.09967,3.829,4.33,4.33,5.91,6.74,6.74,9.19,,,,,-0.2,-0.3,3.1,0.1,0.0,2.5,4.5,4.5,4.5,6.0,6.0,129.6,90.0,600.0,11.6,165.9,3.54,3.54,0.74,6.74,6.74,6.12,6.12,1624.92,1624.92,1964.92,0.0,1624.92,1624.92,1964.92,0.0,8.0,7.0,8.0,0.0,8.0,7.0,8.0,0.0,8.0,989.692,1.14,991.16,600.0,989.6,60.0,0.0,0.0,0.0,991.128,1.63,96.0,0.0,0.0,3.9,3.63153,,,,,,3.3,3.9,3.9,3.8,,3.9,8200.0,62.0,62.0,4.0,8200.0,06350,[2.4006852e+09],0-20000-0-06350,Gilze-Rijen Airport,51.565,4.9353,11.95,,
60.0,0.06,198.42,1.58033,1.02433,1.58033,1.58034,4.94017,5.29,7.12,7.58,7.9,10.4,10.46,,,,,-0.7,-1.3,2.0,-0.5,-0.9,2.0,4.2,4.2,4.2,,,101.7,80.2,600.0,6.5,126.6,5.29,5.29,0.63,7.05,7.05,7.05,7.05,,,,,,,,,,,,,,,,,,991.334,,991.416,,991.1,,0.0,0.0,0.0,991.413,1.28,89.0,0.0,0.0,3.4,2.67221,,,,,,1.8,3.2,3.2,3.4,,3.5,,,,,,06356,[2.4006852e+09],0-20000-0-06356,Herwijnen,51.8578,5.1453,0.66,,
60.0,0.0,,2.30817,1.31833,,2.30817,3.023,3.38,4.26,5.09,5.32,7.54,8.2,,,,,-0.4,-0.7,3.3,0.2,-0.1,2.8,5.6,5.6,5.6,6.0,6.0,116.0,85.8,600.0,10.7,147.7,3.25,3.25,0.74,5.19,5.19,5.03,5.03,1674.92,1674.92,1934.92,0.0,1674.92,1674.92,1934.92,0.0,8.0,6.0,8.0,0.0,8.0,6.0,8.0,0.0,8.0,989.001,1.26,991.539,600.0,988.9,60.0,0.0,0.0,0.0,991.486,1.93,92.0,0.0,0.0,4.3,3.75207,,,,,,3.2,4.0,4.0,4.3,,4.3,9680.0,62.0,58.0,19200.0,9680.0,06370,[2.4006852e+09],0-20000-0-06370,Eindhoven Airport,51.4497,5.3769,20.69,,
60.0,0.0,202.86,1.21067,0.979667,1.21067,1.21067,3.8255,4.04,5.28,5.96,5.54,7.87,8.84,,,,,-1.5,-1.9,2.0,-0.9,-1.2,1.7,5.2,5.2,5.2,6.0,6.0,91.8,67.5,600.0,7.7,125.2,3.65,3.65,0.51,5.54,5.54,5.03,5.03,1644.92,1644.92,1864.92,2104.92,1644.92,1644.92,1864.92,2104.92,8.0,2.0,7.0,8.0,8.0,2.0,7.0,8.0,8.0,989.597,1.09,992.041,600.0,989.5,60.0,0.0,0.0,0.0,991.982,1.1,88.0,0.0,0.0,3.6,2.79879,,,,,,1.9,3.4,3.4,3.6,,3.7,8360.0,62.0,62.0,5.51,8360.0,06375,[2.4006852e+09],0-20000-0-06375,Volkel Airport,51.6586,5.7067,19.85,,
60.0,0.06,193.8,3.6125,1.11383,3.6125,3.61251,2.2545,2.55,3.65,4.39,4.22,5.67,6.31,,,,,-0.4,-0.5,3.2,0.4,0.2,3.1,6.1,6.1,6.1,6.0,6.0,145.2,,600.0,11.1,,1.87,1.87,0.41,4.0,4.0,3.42,3.42,2254.92,2254.92,0.0,0.0,2254.92,2254.92,0.0,0.0,8.0,8.0,0.0,0.0,8.0,8.0,0.0,0.0,8.0,977.882,0.743,991.539,600.0,977.8,60.0,0.0,0.0,0.0,991.424,0.869,94.0,0.0,0.0,4.6,4.18483,,,,,,3.8,4.1,4.1,4.6,,4.7,18700.0,61.0,62.0,4.72,18700.0,06380,[2.4006852e+09],0-20000-0-06380,Maastricht Airport,50.9053,5.7619,112.72,,
60.0,0.0,208.44,0.754333,0.729333,0.754333,0.754335,3.33717,3.54,4.9,5.75,6.47,8.08,8.88,,,,,-1.5,-1.5,2.6,-1.1,-1.1,2.4,5.6,5.6,5.6,,,114.4,80.2,600.0,11.7,154.7,3.21,3.21,0.55,5.52,5.52,4.9,4.9,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,1.04,89.0,0.0,0.0,4.2,3.45619,,,,,,2.6,4.1,4.1,4.2,,4.4,,,,,,06392,[2.4006852e+09],0-528-0-06392,Horst,51.4869,6.0561,21.88,,
0.0,316.62,1791.42,0.0,0.0,0.0,0.0,6.52383,6.88,7.94,9.38,8.64,9.9,11.88,,,,,24.7,24.7,24.9,25.3,25.3,25.4,29.5,29.5,29.5,,,103.8,73.1,0.0,7.5,129.4,6.06,6.06,0.8,8.64,8.64,8.64,8.64,,,,,,,,,,,,,,,,,,1014.62,,1018.19,,1014.6,,800.0,225.0,966.0,1018.34,0.0,61.0,0.0,10.0,28.7,22.8628,,,,,,20.6,32.4,31.2,27.9,,28.9,,,,,,78871,[2.4006852e+09],0-20000-0-78871,Saba Airport,17.6461,-63.2208,31.0,,
,319.02,,,,,,6.83333,7.03,7.15,7.15,9.54,10.04,10.43,,,,,23.3,23.3,23.8,24.6,24.6,24.8,29.2,29.2,29.2,,,88.7,46.4,,11.2,120.9,6.97,6.97,0.84,9.21,9.21,9.21,9.21,,,,,,,,,,,,,,,,,,1014.48,,1018.64,,1014.4,,892.0,874.0,923.0,1018.81,,64.0,0.0,10.0,28.8,23.4508,,,,,,21.4,31.3,31.1,28.1,,28.8,,,,,,78873,[2.4006852e+09],0-20000-0-78873,Sint Eustatius Airport,17.4956,-62.9828,36.02,,
0.0,279.36,1651.68,5.23833,0.0,7.84067,0.01,8.49767,8.99,9.11,9.11,12.14,12.43,12.43,,,,,23.7,23.7,24.5,24.2,24.2,25.6,30.5,30.8,30.5,0.0,0.0,90.6,56.3,0.0,11.6,129.4,8.33,8.33,1.27,11.71,11.71,11.59,11.59,2374.92,2374.92,2784.92,3704.92,2374.92,2374.92,2784.92,3704.92,5.0,2.0,3.0,5.0,5.0,2.0,3.0,5.0,5.0,1015.47,0.0,1015.71,0.0,1015.5,0.0,656.0,256.0,1156.0,1015.72,0.0,66.0,0.0,7.0717,29.4,24.3117,,,,,,22.5,33.3,33.0,28.7,,30.5,17100.0,1.0,3.0,10500.0,17100.0,78990,[2.4006852e+09],0-20000-0-78990,Bonaire Airport,12.13,-68.2758,2.11,,
